PWSID,FacilityID,PFOA,PFOS,exceeds,POPULATION_SERVED_COUNT,Ep_Population,Population_bin
CA3710027,00034,0.0,0.0,False,132430.0,66215.0,"50,001 - 100,000"
CA3710027,00038,0.0,0.0,False,132430.0,66215.0,"50,001 - 100,000"
CA3710029,91802,0.0,0.0,False,86458.0,86458.0,"50,001 - 100,000"
CA3710034,00001,0.0,0.0,False,238008.0,119004.0,"100,001 - 1,000,000"
CA3710034,00005,0.0,0.0,False,238008.0,119004.0,"100,001 - 1,000,000"
CA3710036,CA3710036A,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036C,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036D,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036E,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036F,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036G,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036H,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036I,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710036,CA3710036J,0.0,0.0,False,3429.0,381.0,101 - 500
CA3710037,00001,0.0,0.0,False,93859.0,46929.5,"10,001 - 50,000"
CA3710037,00002,0.0,0.0,False,93859.0,46929.5,"10,001 - 50,000"
CA3710702,91809,0.0,0.0,False,42219.0,21109.5,"10,001 - 50,000"
CA3710702,91810,0.0,0.0,False,42219.0,21109.5,"10,001 - 50,000"
CA3710750,NI2,0.0,0.0,False,36990.0,36990.0,"10,001 - 50,000"
CA3810001,00001,0.0,0.0,False,600.0,200.0,101 - 500
CA3810001,015,0.0,0.0,False,600.0,200.0,101 - 500
CA3810001,016,0.0,0.0,False,600.0,200.0,101 - 500
CA3810010,00001,0.0,0.0,False,183386.0,183386.0,"100,001 - 1,000,000"
CA3810011,00006,0.0,0.0,False,848019.0,141336.5,"100,001 - 1,000,000"
CA3810011,00007,0.0,0.0,False,848019.0,141336.5,"100,001 - 1,000,000"
CA3810011,00008,0.0,0.0,False,848019.0,141336.5,"100,001 - 1,000,000"
CA3810011,00009,0.0,0.0,False,848019.0,141336.5,"100,001 - 1,000,000"
CA3810011,00010,0.0,0.0,False,848019.0,141336.5,"100,001 - 1,000,000"
CA3810011,00011,0.0,0.0,False,848019.0,141336.5,"100,001 - 1,000,000"
CA3810700,10001,0.0013333333333333333,0.0,False,3500.0,3500.0,"3,301 - 10,000"
CA3900559,10001,0.0,0.0,False,40.0,40.0,25 - 100
CA3910001,91815,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91816,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91835,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91844,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91846,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91855,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91856,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91857,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91862,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91863,0.0,0.0,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91864,0.0,0.0026,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910001,91865,0.0,0.0023,False,176266.0,14688.833333333334,"10,001 - 50,000"
CA3910003,10003,0.0,0.0,False,7429.0,2476.3333333333335,"1,001 - 3,300"
CA3910003,10009,0.0,0.0,False,7429.0,2476.3333333333335,"1,001 - 3,300"
CA3910003,10010,0.0,0.0,False,7429.0,2476.3333333333335,"1,001 - 3,300"
CA3910004,91801,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91802,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91803,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91804,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91805,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91806,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91808,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91809,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91810,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91811,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91813,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91814,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91817,0.0031,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91818,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91819,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91820,0.00205,0.0051,True,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91821,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91822,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91823,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91824,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91825,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91826,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91827,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91828,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910004,91830,0.0,0.0,False,68272.0,2730.88,"1,001 - 3,300"
CA3910005,00046,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91802,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91803,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91804,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91805,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91806,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91810,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91812,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91813,0.0,0.0,False,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91814,0.0060999999999999995,0.0,True,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910005,91818,0.005350000000000001,0.0,True,84928.0,7720.727272727273,"3,301 - 10,000"
CA3910007,91803,0.0,0.0,False,15741.0,3148.2,"1,001 - 3,300"
CA3910007,91804,0.0,0.0,False,15741.0,3148.2,"1,001 - 3,300"
CA3910007,91806,0.0,0.0,False,15741.0,3148.2,"1,001 - 3,300"
CA3910007,91807,0.0,0.0,False,15741.0,3148.2,"1,001 - 3,300"
CA3910007,91808,0.0051,0.012,True,15741.0,3148.2,"1,001 - 3,300"
CA3910010,10001,0.0,0.0,False,5990.0,5990.0,"3,301 - 10,000"
CA3910011,91807,0.0,0.0,False,96609.0,16101.5,"10,001 - 50,000"
CA3910011,91808,0.0,0.0,False,96609.0,16101.5,"10,001 - 50,000"
CA3910011,91809,0.0,0.0,False,96609.0,16101.5,"10,001 - 50,000"
CA3910011,91811,0.0,0.0,False,96609.0,16101.5,"10,001 - 50,000"
CA3910011,91812,0.0,0.0,False,96609.0,16101.5,"10,001 - 50,000"
CA3910011,91813,0.0,0.0,False,96609.0,16101.5,"10,001 - 50,000"
CA3910012,90997,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,90998,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,90999,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91801,0.0,0.0021,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91807,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91809,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91810,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91827,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91828,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91829,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91830,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91831,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91832,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91833,0.0,0.0024,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91835,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91837,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910012,91840,0.0,0.0,False,191302.0,11253.058823529413,"10,001 - 50,000"
CA3910015,00001,0.0,0.015,True,35080.0,17540.0,"10,001 - 50,000"
CA3910015,00015,0.0,0.0,False,35080.0,17540.0,"10,001 - 50,000"
CA3910017,10001,0.00205,0.0,False,3802.0,760.4,"501 - 1,000"
CA3910017,10002,0.0,0.0,False,3802.0,760.4,"501 - 1,000"
CA3910017,10003,0.0,0.0,False,3802.0,760.4,"501 - 1,000"
CA3910017,10004,0.0,0.0,False,3802.0,760.4,"501 - 1,000"
CA3910017,10005,0.0081,0.012799999999999999,True,3802.0,760.4,"501 - 1,000"
CA3910018,10001,0.0,0.0,False,600.0,600.0,"501 - 1,000"
CA3910027,22556,0.0,0.0,False,24948.0,24948.0,"10,001 - 50,000"
CA4010001,91801,0.0036249999999999998,0.004175,True,17963.0,5987.666666666667,"3,301 - 10,000"
CA4010001,91802,0.0,0.0,False,17963.0,5987.666666666667,"3,301 - 10,000"
CA4010001,91803,0.0,0.0,False,17963.0,5987.666666666667,"3,301 - 10,000"
CA4010002,91822,0.0,0.00255,False,30618.0,7654.5,"3,301 - 10,000"
CA4010002,91823,0.0,0.00235,False,30618.0,7654.5,"3,301 - 10,000"
CA4010002,91824,0.0079,0.021650000000000003,True,30618.0,7654.5,"3,301 - 10,000"
CA4010002,91825,0.0,0.0,False,30618.0,7654.5,"3,301 - 10,000"
CA4010004,00006,0.0,0.0,False,12701.0,6350.5,"3,301 - 10,000"
CA4010004,91802,0.0,0.0,False,12701.0,6350.5,"3,301 - 10,000"
CA4010005,20001,0.0,0.0,False,7601.0,2533.6666666666665,"1,001 - 3,300"
CA4010005,4010005004,0.0,0.0,False,7601.0,2533.6666666666665,"1,001 - 3,300"
CA4010005,4010005006,0.0,0.0,False,7601.0,2533.6666666666665,"1,001 - 3,300"
CA4010007,91802,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91805,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91807,0.005549999999999999,0.0,True,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91808,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91810,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91811,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91814,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91815,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91817,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91818,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,91822,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010007,96663,0.0,0.0,False,31176.0,2598.0,"1,001 - 3,300"
CA4010008,10001,0.0,0.0,False,8036.0,2678.6666666666665,"1,001 - 3,300"
CA4010008,10002,0.0,0.0,False,8036.0,2678.6666666666665,"1,001 - 3,300"
CA4010008,10003,0.0,0.0,False,8036.0,2678.6666666666665,"1,001 - 3,300"
CA4010009,91801,0.0,0.0,False,47788.0,47788.0,"10,001 - 50,000"
CA4010011,00022,0.0,0.0,False,13757.0,13757.0,"10,001 - 50,000"
CA4010012,20001,0.0,0.0,False,2956.0,2956.0,"1,001 - 3,300"
CA4010014,008008,0.0,0.0,False,5532.0,5532.0,"3,301 - 10,000"
CA4010016,10005,0.0,0.0,False,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010016,10008,0.0,0.0,False,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010016,10009,0.0,0.0,False,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010016,10015,0.0,0.0,False,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010016,10019,0.00225,0.0,False,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010016,10021,0.0115,0.00585,True,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010016,10022,0.0,0.0,False,7086.0,1012.2857142857143,"1,001 - 3,300"
CA4010017,93010,0.0,0.0,False,5949.0,1487.25,"1,001 - 3,300"
CA4010017,93015,0.0,0.0,False,5949.0,1487.25,"1,001 - 3,300"
CA4010017,93020,0.0,0.0,False,5949.0,1487.25,"1,001 - 3,300"
CA4010017,93022,0.0,0.0,False,5949.0,1487.25,"1,001 - 3,300"
CA4010018,93014,0.0,0.0,False,4506.0,1502.0,"1,001 - 3,300"
CA4010018,93017,0.0,0.0,False,4506.0,1502.0,"1,001 - 3,300"
CA4010018,93025,0.0,0.0,False,4506.0,1502.0,"1,001 - 3,300"
CA4010019,4010019003,0.0,0.0,False,8011.0,1602.2,"1,001 - 3,300"
CA4010019,4010019012,0.0,0.0,False,8011.0,1602.2,"1,001 - 3,300"
CA4010019,4010019033,0.0,0.0,False,8011.0,1602.2,"1,001 - 3,300"
CA4010019,4010019035,0.0,0.0,False,8011.0,1602.2,"1,001 - 3,300"
CA4010019,4010019042,0.0,0.0,False,8011.0,1602.2,"1,001 - 3,300"
CA4010026,00023,0.0,0.0,False,13771.0,2754.2,"1,001 - 3,300"
CA4010026,00024,0.0,0.0,False,13771.0,2754.2,"1,001 - 3,300"
CA4010026,00026,0.0,0.0,False,13771.0,2754.2,"1,001 - 3,300"
CA4010026,00034,0.0,0.0,False,13771.0,2754.2,"1,001 - 3,300"
CA4010026,00037,0.0,0.0,False,13771.0,2754.2,"1,001 - 3,300"
CA4010830,91802,0.0,0.0,False,15000.0,15000.0,"10,001 - 50,000"
CA4010832,10004,0.0,0.01865,True,4100.0,4100.0,"3,301 - 10,000"
CA4110001,00001,0.0,0.0,False,30609.0,30609.0,"10,001 - 50,000"
CA4110003,00001,0.0,0.0,False,31447.0,31447.0,"10,001 - 50,000"
CA4110005,10001,0.0024,0.002075,False,1472.0,1472.0,"1,001 - 3,300"
CA4110006,91803,0.0,0.0,False,60903.0,60903.0,"50,001 - 100,000"
CA4110007,00001,0.0,0.0,False,35344.0,35344.0,"10,001 - 50,000"
CA4110008,00002,0.0,0.0,False,102348.0,102348.0,"100,001 - 1,000,000"
CA4110009,00012,0.0,0.0,False,64121.0,32060.5,"10,001 - 50,000"
CA4110009,91802,0.0,0.0,False,64121.0,32060.5,"10,001 - 50,000"
CA4110010,4110010010,0.0,0.0,False,6078.0,2026.0,"1,001 - 3,300"
CA4110010,4110010014,0.0,0.0,False,6078.0,2026.0,"1,001 - 3,300"
CA4110010,4110010027,0.0,0.0,False,6078.0,2026.0,"1,001 - 3,300"
CA4110011,91801,0.0,0.0,False,18940.0,9470.0,"3,301 - 10,000"
CA4110011,91802,0.0,0.0,False,18940.0,9470.0,"3,301 - 10,000"
CA4110013,91811,0.0,0.0,False,104901.0,20980.2,"10,001 - 50,000"
CA4110013,91812,0.0,0.0,False,104901.0,20980.2,"10,001 - 50,000"
CA4110013,91814,0.0,0.0,False,104901.0,20980.2,"10,001 - 50,000"
CA4110013,91815,0.0,0.0,False,104901.0,20980.2,"10,001 - 50,000"
CA4110013,91816,0.0,0.0,False,104901.0,20980.2,"10,001 - 50,000"
CA4110016,00001,0.0,0.0,False,11766.0,11766.0,"10,001 - 50,000"
CA4110017,00001,0.0,0.0,False,19297.0,19297.0,"10,001 - 50,000"
CA4110018,00003,0.0,0.0,False,22795.0,22795.0,"10,001 - 50,000"
CA4110021,00001,0.0,0.0,False,36556.0,36556.0,"10,001 - 50,000"
CA4110022,00001,0.0,0.0,False,92819.0,92819.0,"50,001 - 100,000"
CA4110023,00006,0.0,0.0,False,41327.0,8265.4,"3,301 - 10,000"
CA4110023,91801,0.0,0.0,False,41327.0,8265.4,"3,301 - 10,000"
CA4110023,91803,0.0,0.0,False,41327.0,8265.4,"3,301 - 10,000"
CA4110023,91804,0.0,0.0,False,41327.0,8265.4,"3,301 - 10,000"
CA4110023,91805,0.0,0.0,False,41327.0,8265.4,"3,301 - 10,000"
CA4110024,00002,0.0,0.0,False,29519.0,29519.0,"10,001 - 50,000"
CA4110025,99000,0.0,0.0,False,38546.0,38546.0,"10,001 - 50,000"
CA4110027,10001,0.0,0.0,False,13486.0,13486.0,"10,001 - 50,000"
CA4210001,90001,0.0,0.0,False,15996.0,3999.0,"3,301 - 10,000"
CA4210001,91801,0.0,0.0,False,15996.0,3999.0,"3,301 - 10,000"
CA4210001,91807,0.0,0.0,False,15996.0,3999.0,"3,301 - 10,000"
CA4210001,91808,0.0,0.0,False,15996.0,3999.0,"3,301 - 10,000"
CA4210003,10001,0.0,0.0,False,8897.0,8897.0,"3,301 - 10,000"
CA4210004,91002,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91007,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91008,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91010,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91011,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91012,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91013,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91014,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91015,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210004,91016,0.0,0.0,False,84462.0,8446.2,"3,301 - 10,000"
CA4210006,91801,0.0,0.0,False,40473.0,20236.5,"10,001 - 50,000"
CA4210006,91802,0.0,0.0,False,40473.0,20236.5,"10,001 - 50,000"
CA4210007,91801,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210007,91802,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210007,91803,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210007,91804,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210007,91805,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210007,91806,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210007,91807,0.0,0.0,False,11962.0,1708.857142857143,"1,001 - 3,300"
CA4210010,91802,0.0,0.0,False,98872.0,49436.0,"10,001 - 50,000"
CA4210010,91803,0.0,0.0,False,98872.0,49436.0,"10,001 - 50,000"
CA4210011,91801,0.0,0.0,False,109477.0,109477.0,"100,001 - 1,000,000"
CA4210013,10001,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10002,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10004,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10005,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10006,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10007,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10008,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10009,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210013,10010,0.0,0.0,False,6126.0,680.6666666666666,"501 - 1,000"
CA4210016,91802,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91803,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91807,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91816,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91822,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91823,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91824,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91825,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91826,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91827,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91828,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210016,91830,0.0,0.0,False,34102.0,2841.8333333333335,"1,001 - 3,300"
CA4210017,10001,0.0,0.0,False,7308.0,7308.0,"3,301 - 10,000"
CA4210018,CCWA,0.0,0.0,False,5161.0,1720.3333333333333,"1,001 - 3,300"
CA4210018,HWY246,0.0,0.0,False,5161.0,1720.3333333333333,"1,001 - 3,300"
CA4210018,MCMURRAY,0.0,0.0,False,5161.0,1720.3333333333333,"1,001 - 3,300"
CA4210019,10001,0.0,0.0,False,3600.0,3600.0,"3,301 - 10,000"
CA4210020,10019,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10022,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10025,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10028,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10043,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10044,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10045,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10046,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210020,10047,0.0,0.0,False,7022.0,780.2222222222222,"501 - 1,000"
CA4210024,10009,0.0,0.0,False,4861.0,1620.3333333333333,"1,001 - 3,300"
CA4210024,10016,0.0,0.0,False,4861.0,1620.3333333333333,"1,001 - 3,300"
CA4210024,10018,0.0,0.0,False,4861.0,1620.3333333333333,"1,001 - 3,300"
CA4210700,00018,0.0,0.0,False,14971.0,7485.5,"3,301 - 10,000"
CA4210700,018,0.0,0.0,False,14971.0,7485.5,"3,301 - 10,000"
CA4300791,1,0.0,0.0,False,3069.0,3069.0,"1,001 - 3,300"
CA4300997,20001,0.0,0.0,False,15294.0,15294.0,"10,001 - 50,000"
CA4310001,91804,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91805,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91806,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91809,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91810,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91811,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91812,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91814,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91815,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91816,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91817,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91818,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91820,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91826,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91827,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310001,91828,0.0,0.0,False,70175.0,4385.9375,"3,301 - 10,000"
CA4310004,90011,0.004,0.0029,True,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310004,91802,0.0054,0.0,True,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310004,91803,0.00255,0.0,False,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310004,91804,0.0,0.0,False,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310004,91805,0.0,0.0,False,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310004,91810,0.0,0.0,False,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310004,91811,0.00575,0.0,True,58108.0,8301.142857142857,"3,301 - 10,000"
CA4310005,17090,0.0,0.0,False,77961.0,38980.5,"10,001 - 50,000"
CA4310005,91003,0.0,0.0,False,77961.0,38980.5,"10,001 - 50,000"
CA4310006,91036,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91040,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91045,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91046,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91047,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91801,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91802,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91803,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91804,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91806,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91809,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91810,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91815,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91817,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91818,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310006,91819,0.0,0.0,False,47374.0,2960.875,"1,001 - 3,300"
CA4310007,91801,0.0,0.0,False,81501.0,13583.5,"10,001 - 50,000"
CA4310007,91803,0.0,0.0,False,81501.0,13583.5,"10,001 - 50,000"
CA4310007,91805,0.0,0.0,False,81501.0,13583.5,"10,001 - 50,000"
CA4310007,91806,0.0,0.0,False,81501.0,13583.5,"10,001 - 50,000"
CA4310007,91810,0.0,0.0,False,81501.0,13583.5,"10,001 - 50,000"
CA4310007,91811,0.0,0.0,False,81501.0,13583.5,"10,001 - 50,000"
CA4310009,00012,0.0,0.0,False,67231.0,67231.0,"50,001 - 100,000"
CA4310011,11074,0.0,0.0,False,1039920.0,54732.63157894737,"50,001 - 100,000"
CA4310011,11146,0.0,0.0,False,1039920.0,54732.63157894737,"50,001 - 100,000"
CA4310011,11148,0.0,0.0,False,1039920.0,54732.63157894737,"50,001 - 100,000"
CA4310011,11190,0.0,0.0,False,1039920.0,54732.63157894737,"50,001 - 100,000"
CA4310011,11800,0.0,0.0,False,1039920.0,54732.63157894737,"50,001 - 100,000"
