PWSID,PFOA,PFOS,exceeds_threshold(0.004*0.8),POPULATION_SERVED_COUNT,population_bin
NH2111010,0.008,0.0053,True,14000.0,"10,001 - 50,000"
NH2151010,0.0,0.0,False,12000.0,"10,001 - 50,000"
NH2561010,0.0,0.0,False,6000.0,"3,301 - 10,000"
NJ0102001,0.0047,0.0,True,152415.0,"100,001 - 1,000,000"
NJ0102301,0.0,0.0,False,5500.0,"3,301 - 10,000"
NJ0103001,0.0,0.0,False,14450.0,"10,001 - 50,000"
NJ0104003,0.0,0.0,False,4880.0,"3,301 - 10,000"
NJ0107001,0.0,0.0,False,4900.0,"3,301 - 10,000"
NJ0108352,0.0,0.0,False,6138.0,"3,301 - 10,000"
NJ0111304,0.0,0.0,False,8116.0,"3,301 - 10,000"
NJ0112001,0.0052,0.0,True,21720.0,"10,001 - 50,000"
NJ0112325,0.0,0.0,False,7978.0,"3,301 - 10,000"
NJ0113001,0.0,0.0,False,12153.0,"10,001 - 50,000"
NJ0115001,0.0,0.0,False,10777.0,"10,001 - 50,000"
NJ0116001,0.0,0.0,False,23500.0,"10,001 - 50,000"
NJ0119002,0.0109,0.0098,True,120146.0,"100,001 - 1,000,000"
NJ0122001,0.0,0.0,False,22150.0,"10,001 - 50,000"
NJ0201001,0.0178,0.0131,True,6702.0,"3,301 - 10,000"
NJ0211001,0.0075,0.0042,True,20374.0,"10,001 - 50,000"
NJ0217001,0.013,0.0055,True,34947.0,"10,001 - 50,000"
NJ0220001,0.0117,0.0,True,5038.0,"3,301 - 10,000"
NJ0221001,0.0084,0.0058,True,30487.0,"10,001 - 50,000"
NJ0228001,0.0304,0.021,True,4060.0,"3,301 - 10,000"
NJ0231001,0.0094,0.0084,True,24136.0,"10,001 - 50,000"
NJ0232001,0.008,0.0056,True,20500.0,"10,001 - 50,000"
NJ0233001,0.0118,0.0045,True,26777.0,"10,001 - 50,000"
NJ0238001,0.014,0.0081,True,792713.0,"100,001 - 1,000,000"
NJ0239001,0.0114,0.0053,True,15392.0,"10,001 - 50,000"
NJ0242001,0.022,0.023,True,12754.0,"10,001 - 50,000"
NJ0247001,0.0172,0.0141,True,16466.0,"10,001 - 50,000"
NJ0248001,0.0136,0.0053,True,15207.0,"10,001 - 50,000"
NJ0251001,0.0314,0.0138,True,61700.0,"50,001 - 100,000"
NJ0257001,0.0107,0.0041,True,13155.0,"10,001 - 50,000"
NJ0264001,0.0233,0.0102,True,10208.0,"10,001 - 50,000"
NJ0265001,0.0071,0.005,True,11583.0,"10,001 - 50,000"
NJ0303001,0.0,0.0,False,15821.0,"10,001 - 50,000"
NJ0305001,0.0,0.0,False,9835.0,"3,301 - 10,000"
NJ0306001,0.0185,0.0072,True,22594.0,"10,001 - 50,000"
NJ0313001,0.0,0.0,False,45538.0,"10,001 - 50,000"
NJ0315001,0.0132,0.0114,True,11214.0,"10,001 - 50,000"
NJ0319001,0.0,0.0048,True,19400.0,"10,001 - 50,000"
NJ0320001,0.0,0.0,False,17272.0,"10,001 - 50,000"
NJ0322001,0.0043,0.0,True,20700.0,"10,001 - 50,000"
NJ0323001,0.0048,0.0042,True,47427.0,"10,001 - 50,000"
NJ0324001,0.0045,0.009,True,41743.0,"10,001 - 50,000"
NJ0325001,0.0,0.0,False,12765.0,"10,001 - 50,000"
NJ0326006,0.0,0.0,False,12227.0,"10,001 - 50,000"
NJ0327001,0.0,0.0,False,264586.0,"100,001 - 1,000,000"
NJ0329003,0.0,0.0,False,3500.0,"3,301 - 10,000"
NJ0333001,0.0,0.0,False,4926.0,"3,301 - 10,000"
NJ0338001,0.0106,0.0106,True,35000.0,"10,001 - 50,000"
NJ0404001,0.0,0.0,False,9522.0,"3,301 - 10,000"
NJ0405001,0.0047,0.004,True,13001.0,"10,001 - 50,000"
NJ0407001,0.0053,0.0,True,2300.0,"1,001 - 3,300"
NJ0408001,0.0106,0.0129,True,46585.0,"10,001 - 50,000"
NJ0411001,0.0,0.0,False,5000.0,"3,301 - 10,000"
NJ0412001,0.0,0.0,False,24500.0,"10,001 - 50,000"
NJ0414001,0.0,0.0,False,12460.0,"10,001 - 50,000"
NJ0415002,0.0048,0.0,True,44396.0,"10,001 - 50,000"
NJ0416001,0.0,0.0,False,11938.0,"10,001 - 50,000"
NJ0424001,0.012,0.0077,True,47144.0,"10,001 - 50,000"
NJ0428002,0.0,0.0,False,10233.0,"10,001 - 50,000"
NJ0436007,0.0104,0.0108,True,39174.0,"10,001 - 50,000"
NJ0501001,0.0,0.0,False,39839.0,"10,001 - 50,000"
NJ0502001,0.0,0.0,False,35000.0,"10,001 - 50,000"
NJ0503001,0.0,0.0,False,4000.0,"3,301 - 10,000"
NJ0505002,0.0,0.0,False,10315.0,"10,001 - 50,000"
NJ0506010,0.0,0.0,False,5625.0,"3,301 - 10,000"
NJ0508001,0.0,0.0,False,127000.0,"100,001 - 1,000,000"
NJ0509001,0.0,0.0,False,15800.0,"10,001 - 50,000"
NJ0514001,0.0,0.0,False,218472.0,"100,001 - 1,000,000"
NJ0601001,0.0,0.0,False,22770.0,"10,001 - 50,000"
NJ0609001,0.0,0.0,False,1679.0,"1,001 - 3,300"
NJ0610001,0.0048,0.0044,True,27500.0,"10,001 - 50,000"
NJ0614003,0.009,0.0097,True,36250.0,"10,001 - 50,000"
NJ0701001,0.0,0.0,False,35129.0,"10,001 - 50,000"
NJ0702001,0.0,0.0,False,47315.0,"10,001 - 50,000"
NJ0703001,0.0154,0.0,True,9027.0,"3,301 - 10,000"
NJ0704001,0.0074,0.004,True,12900.0,"10,001 - 50,000"
NJ0705001,0.013,0.0,True,75000.0,"50,001 - 100,000"
NJ0707001,0.0115,0.007,True,7400.0,"3,301 - 10,000"
NJ0708001,0.0053,0.0,True,7681.0,"3,301 - 10,000"
NJ0710001,0.044,0.0057,True,27391.0,"10,001 - 50,000"
NJ0712001,0.0091,0.0061,True,217230.0,"100,001 - 1,000,000"
NJ0713001,0.0068,0.004,True,37669.0,"10,001 - 50,000"
NJ0714001,0.0053,0.0,True,294274.0,"100,001 - 1,000,000"
NJ0715001,0.0067,0.004,True,6000.0,"3,301 - 10,000"
NJ0717001,0.013,0.0,True,30134.0,"10,001 - 50,000"
NJ0718001,0.0,0.0,False,5300.0,"3,301 - 10,000"
NJ0719001,0.0068,0.0,True,16964.0,"10,001 - 50,000"
NJ0721001,0.0083,0.0055,True,10759.0,"10,001 - 50,000"
NJ0801001,0.0073,0.0,True,8179.0,"3,301 - 10,000"
NJ0802001,0.0,0.0,False,30561.0,"10,001 - 50,000"
NJ0803001,0.0144,0.0089,True,9900.0,"3,301 - 10,000"
NJ0806001,0.0094,0.0066,True,24244.0,"10,001 - 50,000"
NJ0807001,0.0,0.0,False,4921.0,"3,301 - 10,000"
NJ0808001,0.0,0.0,False,9193.0,"3,301 - 10,000"
NJ0809002,0.0042,0.0,True,6650.0,"3,301 - 10,000"
NJ0810004,0.0048,0.004,True,12600.0,"10,001 - 50,000"
NJ0811002,0.0075,0.0042,True,26179.0,"10,001 - 50,000"
NJ0814001,0.0,0.0,False,6097.0,"3,301 - 10,000"
NJ0815001,0.0042,0.0,True,9545.0,"3,301 - 10,000"
NJ0817305,0.0,0.0,False,2960.0,"1,001 - 3,300"
NJ0818004,0.0065,0.0,True,48000.0,"10,001 - 50,000"
NJ0820001,0.0,0.0,False,22000.0,"10,001 - 50,000"
NJ0820301,0.0,0.0,False,90.0,25 to 100
NJ0821001,0.0086,0.0047,True,6000.0,"3,301 - 10,000"
NJ0822001,0.0,0.0,False,10263.0,"10,001 - 50,000"
NJ0824001,0.0,0.0,False,6271.0,"3,301 - 10,000"
NJ0901001,0.0046,0.0,True,63000.0,"50,001 - 100,000"
NJ0904001,0.0088,0.0062,True,14425.0,"10,001 - 50,000"
NJ0905001,0.0067,0.0046,True,52000.0,"50,001 - 100,000"
NJ0906001,0.0092,0.0077,True,262000.0,"100,001 - 1,000,000"
NJ0907001,0.0048,0.0,True,41664.0,"10,001 - 50,000"
NJ1005001,0.009,0.0122,True,12500.0,"10,001 - 50,000"
NJ1009001,0.0095,0.0078,True,4581.0,"3,301 - 10,000"
NJ1014001,0.0049,0.0048,True,3300.0,"1,001 - 3,300"
NJ1017001,0.0,0.0,False,3960.0,"3,301 - 10,000"
NJ1101002,0.0,0.0,False,25000.0,"10,001 - 50,000"
NJ1103001,0.011,0.0114,True,39128.0,"10,001 - 50,000"
NJ1104001,0.0,0.0,False,5400.0,"3,301 - 10,000"
NJ1106316,0.0147,0.0381,True,555.0,"501 - 1,000"
NJ1106319,0.0079,0.0,True,3663.0,"3,301 - 10,000"
NJ1107002,0.0081,0.0042,True,8655.0,"3,301 - 10,000"
NJ1111001,0.0,0.0,False,217000.0,"100,001 - 1,000,000"
NJ1204001,0.006,0.0,True,48474.0,"10,001 - 50,000"
NJ1205001,0.0051,0.0,True,35000.0,"10,001 - 50,000"
NJ1207001,0.0054,0.0,True,14000.0,"10,001 - 50,000"
NJ1209002,0.0069,0.004,True,68000.0,"50,001 - 100,000"
NJ1212001,0.0117,0.0054,True,7000.0,"3,301 - 10,000"
NJ1213002,0.0112,0.0115,True,36000.0,"10,001 - 50,000"
NJ1214001,0.0077,0.0051,True,55000.0,"50,001 - 100,000"
NJ1215001,0.0,0.0,False,43905.0,"10,001 - 50,000"
NJ1216001,0.019,0.0049,True,52328.0,"50,001 - 100,000"
NJ1219001,0.0093,0.0,True,45345.0,"10,001 - 50,000"
NJ1221004,0.023,0.0,True,45450.0,"10,001 - 50,000"
NJ1223001,0.0076,0.0041,True,16000.0,"10,001 - 50,000"
NJ1224001,0.0056,0.0,True,8300.0,"3,301 - 10,000"
NJ1225001,0.0065,0.0,True,233376.0,"100,001 - 1,000,000"
NJ1302001,0.0,0.0,False,2000.0,"1,001 - 3,300"
NJ1304001,0.0,0.0,False,4385.0,"3,301 - 10,000"
NJ1305001,0.0067,0.0051,True,5000.0,"3,301 - 10,000"
NJ1306001,0.0041,0.0,True,20000.0,"10,001 - 50,000"
NJ1308001,0.0045,0.0,True,4800.0,"3,301 - 10,000"
NJ1312001,0.0054,0.0,True,2504.0,"1,001 - 3,300"
NJ1315001,0.0,0.0,False,11029.0,"10,001 - 50,000"
NJ1316001,0.0079,0.0,True,29831.0,"10,001 - 50,000"
NJ1321001,0.0083,0.0,True,10105.0,"10,001 - 50,000"
NJ1322001,0.0073,0.0,True,7500.0,"3,301 - 10,000"
NJ1326001,0.0082,0.0,True,46196.0,"10,001 - 50,000"
NJ1326002,0.0078,0.0,True,8700.0,"3,301 - 10,000"
NJ1327001,0.0,0.0,False,14000.0,"10,001 - 50,000"
NJ1328002,0.0065,0.0,True,29480.0,"10,001 - 50,000"
NJ1329001,0.0074,0.0,True,9084.0,"3,301 - 10,000"
NJ1330002,0.0,0.0,False,6775.0,"3,301 - 10,000"
NJ1332313,0.0,0.0,False,1620.0,"1,001 - 3,300"
NJ1339001,0.0065,0.0,True,36164.0,"10,001 - 50,000"
NJ1340001,0.0066,0.0,True,12520.0,"10,001 - 50,000"
NJ1345001,0.0075,0.0,True,335449.0,"100,001 - 1,000,000"
NJ1348001,0.0,0.0,False,11270.0,"10,001 - 50,000"
NJ1349001,0.0068,0.0048,True,5000.0,"3,301 - 10,000"
NJ1350001,0.0062,0.0,True,6000.0,"3,301 - 10,000"
NJ1352003,0.0066,0.005,True,26000.0,"10,001 - 50,000"
NJ1401001,0.0111,0.0055,True,9532.0,"3,301 - 10,000"
NJ1403001,0.009,0.0,True,7630.0,"3,301 - 10,000"
NJ1404001,0.0,0.0,False,8962.0,"3,301 - 10,000"
NJ1406325,0.0123,0.0079,True,574.0,"501 - 1,000"
NJ1408001,0.012,0.0044,True,15881.0,"10,001 - 50,000"
NJ1409001,0.012,0.0081,True,27806.0,"10,001 - 50,000"
NJ1410001,0.011,0.0079,True,11393.0,"10,001 - 50,000"
NJ1411001,0.0125,0.0,True,8846.0,"3,301 - 10,000"
NJ1414003,0.0115,0.0068,True,4500.0,"3,301 - 10,000"
NJ1414011,0.0075,0.0086,True,8500.0,"3,301 - 10,000"
NJ1416001,0.0054,0.004,True,11000.0,"10,001 - 50,000"
NJ1417001,0.0094,0.0,True,15820.0,"10,001 - 50,000"
NJ1420001,0.0,0.0,False,4300.0,"3,301 - 10,000"
NJ1421003,0.0081,0.0093,True,22000.0,"10,001 - 50,000"
NJ1424001,0.0121,0.0068,True,62349.0,"50,001 - 100,000"
NJ1425001,0.0133,0.0,True,4012.0,"3,301 - 10,000"
NJ1426005,0.0,0.0,False,1978.0,"1,001 - 3,300"
NJ1427001,0.0063,0.0062,True,5000.0,"3,301 - 10,000"
NJ1427005,0.0064,0.005,True,7887.0,"3,301 - 10,000"
NJ1427007,0.0,0.0,False,3600.0,"3,301 - 10,000"
NJ1427017,0.0073,0.0,True,6463.0,"3,301 - 10,000"
NJ1428001,0.0086,0.0059,True,3342.0,"3,301 - 10,000"
NJ1429001,0.0109,0.0093,True,50400.0,"50,001 - 100,000"
NJ1431001,0.0,0.0,False,14010.0,"10,001 - 50,000"
NJ1432003,0.0,0.0,False,14820.0,"10,001 - 50,000"
NJ1434001,0.0142,0.0065,True,7066.0,"3,301 - 10,000"
NJ1435002,0.012,0.0083,True,14000.0,"10,001 - 50,000"
NJ1435003,0.0,0.0,False,6011.0,"3,301 - 10,000"
NJ1436002,0.0,0.0,False,11793.0,"10,001 - 50,000"
NJ1436003,0.0056,0.0052,True,5153.0,"3,301 - 10,000"
NJ1436004,0.0,0.0041,True,4478.0,"3,301 - 10,000"
NJ1438003,0.005,0.0043,True,3458.0,"3,301 - 10,000"
NJ1438004,0.0091,0.0097,True,4986.0,"3,301 - 10,000"
NJ1439001,0.0053,0.0,True,6342.0,"3,301 - 10,000"
NJ1501001,0.0,0.0,False,4148.0,"3,301 - 10,000"
NJ1503001,0.0,0.0,False,20000.0,"10,001 - 50,000"
NJ1504001,0.0,0.0,False,10802.0,"10,001 - 50,000"
NJ1505002,0.0,0.0,False,12000.0,"10,001 - 50,000"
NJ1505003,0.0,0.0,False,6600.0,"3,301 - 10,000"
NJ1505004,0.0,0.0,False,11235.0,"10,001 - 50,000"
NJ1506001,0.01,0.0,True,86898.0,"50,001 - 100,000"
NJ1507005,0.0098,0.0049,True,123184.0,"100,001 - 1,000,000"
NJ1509001,0.0,0.0,False,6360.0,"3,301 - 10,000"
NJ1511001,0.0,0.0,False,37224.0,"10,001 - 50,000"
NJ1511415,0.0,0.0,False,9263.0,"3,301 - 10,000"
NJ1512001,0.0,0.0,False,29000.0,"10,001 - 50,000"
NJ1514002,0.0115,0.0,True,27614.0,"10,001 - 50,000"
NJ1515001,0.0,0.0,False,25000.0,"10,001 - 50,000"
NJ1516001,0.0,0.0,False,24215.0,"10,001 - 50,000"
NJ1517001,0.0,0.0,False,25295.0,"10,001 - 50,000"
NJ1518004,0.0053,0.0043,True,15613.0,"10,001 - 50,000"
NJ1518005,0.0,0.0,False,23100.0,"10,001 - 50,000"
NJ1520001,0.0,0.0,False,15419.0,"10,001 - 50,000"
NJ1524001,0.0051,0.0,True,19600.0,"10,001 - 50,000"
NJ1525001,0.0073,0.0,True,12000.0,"10,001 - 50,000"
NJ1526001,0.0,0.0,False,20000.0,"10,001 - 50,000"
NJ1527001,0.0,0.0,False,15000.0,"10,001 - 50,000"
NJ1528001,0.0,0.0,False,15000.0,"10,001 - 50,000"
NJ1530004,0.0,0.0,False,28863.0,"10,001 - 50,000"
NJ1531001,0.0,0.0,False,10000.0,"3,301 - 10,000"
NJ1532002,0.0,0.0,False,6285.0,"3,301 - 10,000"
NJ1533001,0.0,0.0,False,20000.0,"10,001 - 50,000"
NJ1601001,0.0079,0.0,True,7742.0,"3,301 - 10,000"
NJ1603001,0.011,0.0044,True,12000.0,"10,001 - 50,000"
NJ1604001,0.0,0.0,False,19458.0,"10,001 - 50,000"
NJ1605001,0.0045,0.0,True,11247.0,"10,001 - 50,000"
NJ1605002,0.0115,0.0077,True,310483.0,"100,001 - 1,000,000"
NJ1609001,0.0,0.0,False,11435.0,"10,001 - 50,000"
NJ1611002,0.0123,0.0088,True,9327.0,"3,301 - 10,000"
NJ1612001,0.0072,0.0,True,10804.0,"10,001 - 50,000"
NJ1613002,0.0148,0.0138,True,10266.0,"10,001 - 50,000"
NJ1614001,0.0049,0.0,True,55000.0,"50,001 - 100,000"
NJ1616001,0.0106,0.0053,True,6000.0,"3,301 - 10,000"
NJ1707001,0.0,0.0,False,14406.0,"10,001 - 50,000"
NJ1708001,0.019,0.0,True,13500.0,"10,001 - 50,000"
NJ1712001,0.0047,0.0,True,6199.0,"3,301 - 10,000"
NJ1715001,0.0,0.0,False,4455.0,"3,301 - 10,000"
NJ1808001,0.009,0.0,True,57150.0,"50,001 - 100,000"
NJ1904357,0.0,0.0,False,4075.0,"3,301 - 10,000"
NJ1906002,0.0,0.0,False,5500.0,"3,301 - 10,000"
NJ1908322,0.0,0.0,False,100.0,25 to 100
NJ1909001,0.0,0.0,False,3382.0,"3,301 - 10,000"
NJ1910337,0.0,0.0,False,3695.0,"3,301 - 10,000"
NJ1912001,0.0099,0.0,True,7224.0,"3,301 - 10,000"
NJ1915001,0.0,0.0,False,8300.0,"3,301 - 10,000"
NJ1918004,0.0086,0.0093,True,17625.0,"10,001 - 50,000"
NJ1919001,0.0122,0.0114,True,3730.0,"3,301 - 10,000"
NJ1922026,0.0,0.0,False,5517.0,"3,301 - 10,000"
NJ1922350,0.0,0.0,False,5041.0,"3,301 - 10,000"
NJ1924316,0.0,0.0,False,1750.0,"1,001 - 3,300"
NJ2004001,0.0045,0.0,True,134000.0,"100,001 - 1,000,000"
NJ2004002,0.0075,0.0068,True,615430.0,"100,001 - 1,000,000"
NJ2013001,0.0069,0.0,True,27300.0,"10,001 - 50,000"
NJ2101001,0.0,0.0,False,5423.0,"3,301 - 10,000"
NJ2108001,0.0,0.0,False,22000.0,"10,001 - 50,000"
NJ2113002,0.0,0.0,False,85.0,25 to 100
NJ2119001,0.0,0.0,False,26686.0,"10,001 - 50,000"
NJ2121001,0.0051,0.0071,True,10719.0,"10,001 - 50,000"
NM3500115,0.0,0.0,False,25000.0,"10,001 - 50,000"
NM3500131,0.0,0.0,False,703.0,"501 - 1,000"
NM3500326,0.0,0.0,False,6795.0,"3,301 - 10,000"
NM3500624,0.0,0.0,False,8817.0,"3,301 - 10,000"
NM3500826,0.0,0.0,False,6775.0,"3,301 - 10,000"
NM3501207,0.0,0.0,False,10708.0,"10,001 - 50,000"
NM3501921,0.0,0.0,False,12012.0,"10,001 - 50,000"
NM3502121,0.0,0.0,False,124.0,101 - 500
NM3502407,0.0,0.0,False,11542.0,"10,001 - 50,000"
NM3505126,0.0,0.0,False,90810.0,"50,001 - 100,000"
NM3507529,0.0,0.0,False,5528.0,"3,301 - 10,000"
NM3508317,0.0,0.0,False,20880.0,"10,001 - 50,000"
NM3508923,0.0,0.0,False,10948.0,"10,001 - 50,000"
NM3509623,0.0,0.0,False,107350.0,"100,001 - 1,000,000"
NM3509824,0.0,0.0,False,9673.0,"3,301 - 10,000"
NM3510024,0.0,0.0,False,3726.0,"3,301 - 10,000"
NM3510124,0.0,0.0,False,9536.0,"3,301 - 10,000"
NM3510224,0.0,0.0,False,47655.0,"10,001 - 50,000"
NM3510324,0.0,0.0,False,7615.0,"3,301 - 10,000"
NM3510524,0.0,0.0,False,5694.0,"3,301 - 10,000"
NM3510701,0.0,0.0,False,560326.0,"100,001 - 1,000,000"
NM3511207,0.0,0.0,False,8691.0,"3,301 - 10,000"
NM3511707,0.0,0.0,False,98175.0,"50,001 - 100,000"
NM3512407,0.0,0.0,False,4526.0,"3,301 - 10,000"
NM3513114,0.0,0.0,False,15947.0,"10,001 - 50,000"
NM3513319,0.0074,0.0,True,35301.0,"10,001 - 50,000"
NM3514019,0.0,0.0,False,3458.0,"3,301 - 10,000"
NM3514327,0.0,0.0,False,6783.0,"3,301 - 10,000"
NM3518025,0.0,0.0,False,14530.0,"10,001 - 50,000"
NM3520024,0.0,0.0,False,3784.0,"3,301 - 10,000"
NM3520203,0.0,0.0,False,54025.0,"50,001 - 100,000"
NM3520308,0.0,0.0,False,15176.0,"10,001 - 50,000"
NM3520608,0.0,0.0,False,33626.0,"10,001 - 50,000"
NM3521308,0.0,0.0,False,4807.0,"3,301 - 10,000"
NM3521613,0.0053,0.0,True,39700.0,"10,001 - 50,000"
NM3521813,0.0,0.0,False,13539.0,"10,001 - 50,000"
NM3522609,0.0,0.0,False,14400.0,"10,001 - 50,000"
NM3523728,0.0,0.0,False,11953.0,"10,001 - 50,000"
NM3524626,0.0,0.0,False,8500.0,"3,301 - 10,000"
NM3524832,0.0,0.0,False,5374.0,"3,301 - 10,000"
NM3525332,0.0,0.0,False,19400.0,"10,001 - 50,000"
NM3525533,0.0,0.0,False,3409.0,"3,301 - 10,000"
NM3526604,0.0,0.0,False,1170.0,"1,001 - 3,300"
NM3526704,0.0,0.0,False,9733.0,"3,301 - 10,000"
NM3527305,0.0,0.0,False,41066.0,"10,001 - 50,000"
NM3528020,0.0,0.0,False,6064.0,"3,301 - 10,000"
NM3528522,0.0,0.0,False,14284.0,"10,001 - 50,000"
NM3528616,0.0,0.0,False,16236.0,"10,001 - 50,000"
NM3528707,0.0,0.0,False,24000.0,"10,001 - 50,000"
NM3529207,0.0,0.0,False,13083.0,"10,001 - 50,000"
NM3530827,0.0,0.0067,True,2286.0,"1,001 - 3,300"
NM3531904,0.0,0.0,False,6045.0,"3,301 - 10,000"
NM3537326,0.0,0.0,False,7082.0,"3,301 - 10,000"
NM3546223,0.0,0.0,False,659.0,"501 - 1,000"
NM3552903,0.0,0.0,False,4304.0,"3,301 - 10,000"
NM3554307,0.0,0.0042,True,17067.0,"10,001 - 50,000"
NM3557813,0.0,0.0,False,184.0,101 - 500
NM3558514,0.0,0.0,False,3406.0,"3,301 - 10,000"
NM3562201,0.0,0.0,False,6079.0,"3,301 - 10,000"
NM3562222,0.0,0.0,False,3720.0,"3,301 - 10,000"
NM3562719,0.0,0.0,False,13000.0,"10,001 - 50,000"
NM3567701,0.0,0.0,False,22500.0,"10,001 - 50,000"
NM3567905,0.0,0.0,False,7832.0,"3,301 - 10,000"
NM3572007,0.0,0.0,False,9170.0,"3,301 - 10,000"
NM3575501,0.0,0.0,False,35000.0,"10,001 - 50,000"
NN0400206,0.0,0.0,False,6276.0,"3,301 - 10,000"
NN0403000,0.0,0.0,False,14592.0,"10,001 - 50,000"
NN0403001,0.0,0.0,False,3947.0,"3,301 - 10,000"
NN0403003,0.0,0.0,False,3844.0,"3,301 - 10,000"
NN0403004,0.0,0.0,False,5195.0,"3,301 - 10,000"
NN0436008,0.0,0.0,False,720.0,"501 - 1,000"
NN3500211,0.0,0.0,False,4562.0,"3,301 - 10,000"
NN3500245,0.0,0.0,False,15233.0,"10,001 - 50,000"
NN3503028,0.0,0.0,False,903.0,"501 - 1,000"
NN3503039,0.0,0.0,False,3950.0,"3,301 - 10,000"
NV0000004,0.0,0.0,False,3839.0,"3,301 - 10,000"
NV0000008,0.0,0.0,False,3635.0,"3,301 - 10,000"
NV0000011,0.0,0.0,False,15000.0,"10,001 - 50,000"
NV0000015,0.0,0.0,False,59000.0,"50,001 - 100,000"
NV0000032,0.0,0.0,False,15830.0,"10,001 - 50,000"
NV0000036,0.0,0.0,False,9340.0,"3,301 - 10,000"
NV0000038,0.0,0.0,False,5000.0,"3,301 - 10,000"
NV0000045,0.0,0.0,False,9184.0,"3,301 - 10,000"
NV0000062,0.0,0.0056,True,23064.0,"10,001 - 50,000"
NV0000065,0.0,0.0,False,4500.0,"3,301 - 10,000"
NV0000066,0.0,0.0,False,11300.0,"10,001 - 50,000"
NV0000076,0.0,0.0,False,336534.0,"100,001 - 1,000,000"
NV0000090,0.0,0.0,False,1539277.0,"> 1,000,000"
NV0000158,0.0,0.0,False,9313.0,"3,301 - 10,000"
NV0000160,0.0,0.0,False,8500.0,"3,301 - 10,000"
NV0000161,0.0,0.0,False,3562.0,"3,301 - 10,000"
NV0000167,0.0,0.0,False,26000.0,"10,001 - 50,000"
NV0000168,0.0,0.0,False,3500.0,"3,301 - 10,000"
NV0000175,0.0,0.0,False,376515.0,"100,001 - 1,000,000"
NV0000190,0.0055,0.02,True,442000.0,"100,001 - 1,000,000"
NV0000207,0.0,0.0,False,9650.0,"3,301 - 10,000"
NV0000211,0.0,0.0,False,17000.0,"10,001 - 50,000"
NV0000235,0.0,0.0,False,3800.0,"3,301 - 10,000"
NV0000246,0.0,0.0,False,4535.0,"3,301 - 10,000"
NV0000248,0.0,0.0,False,8066.0,"3,301 - 10,000"
NV0000255,0.0,0.0,False,5050.0,"3,301 - 10,000"
NV0000270,0.0,0.0,False,11322.0,"10,001 - 50,000"
NV0000272,0.0059,0.046,True,23000.0,"10,001 - 50,000"
NV0000355,0.0,0.0,False,5962.0,"3,301 - 10,000"
NV0000406,0.0,0.0,False,953.0,"501 - 1,000"
NV0000920,0.0,0.0,False,4198.0,"3,301 - 10,000"
NV0001059,0.0,0.0,False,300.0,101 - 500
NV0001081,0.0,0.0,False,4200.0,"3,301 - 10,000"
NV0001106,0.0,0.0,False,17739.0,"10,001 - 50,000"
NV0001112,0.0,0.0,False,7000.0,"3,301 - 10,000"
NV0001117,0.0,0.0,False,17171.0,"10,001 - 50,000"
NV0001121,0.0,0.0,False,15500.0,"10,001 - 50,000"
NV0001127,0.0,0.0,False,1512.0,"1,001 - 3,300"
NV0001130,0.0,0.0,False,3550.0,"3,301 - 10,000"
NV0001137,0.0,0.0,False,5534.0,"3,301 - 10,000"
NV0001141,0.0,0.0,False,9416.0,"3,301 - 10,000"
NV0001144,0.0,0.0,False,5750.0,"3,301 - 10,000"
NV0001162,0.0,0.0,False,7850.0,"3,301 - 10,000"
NV0001163,0.0,0.0,False,5172.0,"3,301 - 10,000"
NV0001165,0.0,0.0,False,19387.0,"10,001 - 50,000"
NV0001167,0.0,0.0,False,7132.0,"3,301 - 10,000"
NV0001171,0.0,0.0,False,8031.0,"3,301 - 10,000"
NV0001175,0.0,0.0,False,9421.0,"3,301 - 10,000"
NV0001180,0.0,0.0,False,6509.0,"3,301 - 10,000"
NV0002216,0.0,0.0,False,6152.0,"3,301 - 10,000"
NV0002554,0.0,0.0,False,45.0,25 to 100
NV0003028,0.0,0.0,False,19081.0,"10,001 - 50,000"
NV0004092,0.0,0.0,False,9000.0,"3,301 - 10,000"
NV0005027,0.0,0.0,False,3640.0,"3,301 - 10,000"
NY0100189,0.0,0.0,False,98000.0,"50,001 - 100,000"
NY0100191,0.0,0.0,False,31000.0,"10,001 - 50,000"
NY0100192,0.0,0.0,False,16883.0,"10,001 - 50,000"
NY0100194,0.0083,0.0,True,8030.0,"3,301 - 10,000"
NY0100198,0.0,0.0,False,85590.0,"50,001 - 100,000"
NY0100200,0.0,0.0,False,4500.0,"3,301 - 10,000"
NY0100201,0.0,0.0,False,4500.0,"3,301 - 10,000"
NY0100203,0.0041,0.0,True,3100.0,"1,001 - 3,300"
NY0100205,0.0,0.0,False,30000.0,"10,001 - 50,000"
NY0110127,0.0,0.0,False,9889.0,"3,301 - 10,000"
NY0200319,0.0,0.0,False,1380.0,"1,001 - 3,300"
NY0200327,0.0,0.0,False,5700.0,"3,301 - 10,000"
NY0220581,0.0,0.0,False,3600.0,"3,301 - 10,000"
NY0301651,0.004,0.0055,True,47600.0,"10,001 - 50,000"
NY0301653,0.0063,0.0,True,9200.0,"3,301 - 10,000"
NY0301665,0.0,0.0,False,45000.0,"10,001 - 50,000"
NY0301668,0.0,0.0,False,16578.0,"10,001 - 50,000"
NY0301674,0.0,0.0,False,22200.0,"10,001 - 50,000"
NY0400345,0.0,0.0,False,14500.0,"10,001 - 50,000"
