PWSID,PFOA,PFOS,exceeds_threshold(0.004*0.8),POPULATION_SERVED_COUNT,population_bin
AR0000445,0.0,0.0,False,4045.0,"3,301 - 10,000"
AR0000446,0.0,0.0,False,29260.0,"10,001 - 50,000"
AR0000449,0.0,0.0,False,3771.0,"3,301 - 10,000"
AR0000454,0.0,0.0,False,9253.0,"3,301 - 10,000"
AR0000459,0.0,0.0,False,8788.0,"3,301 - 10,000"
AR0000465,0.0,0.0,False,368455.0,"100,001 - 1,000,000"
AR0000466,0.0,0.0,False,32875.0,"10,001 - 50,000"
AR0000474,0.0,0.0,False,7752.0,"3,301 - 10,000"
AR0000484,0.0,0.0,False,30681.0,"10,001 - 50,000"
AR0000486,0.0,0.0,False,19607.0,"10,001 - 50,000"
AR0000488,0.0,0.0,False,4000.0,"3,301 - 10,000"
AR0000492,0.0,0.0,False,16737.0,"10,001 - 50,000"
AR0000493,0.0,0.0,False,13752.0,"10,001 - 50,000"
AR0000495,0.0,0.0,False,9573.0,"3,301 - 10,000"
AR0000498,0.0,0.0,False,3550.0,"3,301 - 10,000"
AR0000504,0.0,0.0,False,9905.0,"3,301 - 10,000"
AR0000506,0.0,0.0,False,725.0,"501 - 1,000"
AR0000507,0.0,0.0,False,86209.0,"50,001 - 100,000"
AR0000510,0.0,0.0,False,3650.0,"3,301 - 10,000"
AR0000512,0.0,0.0,False,5110.0,"3,301 - 10,000"
AR0000513,0.0,0.0,False,11538.0,"10,001 - 50,000"
AR0000520,0.0,0.0,False,6105.0,"3,301 - 10,000"
AR0000521,0.0,0.0,False,4717.0,"3,301 - 10,000"
AR0000542,0.0,0.0,False,6349.0,"3,301 - 10,000"
AR0000550,0.0,0.0,False,17932.0,"10,001 - 50,000"
AR0000564,0.0,0.0,False,6680.0,"3,301 - 10,000"
AR0000566,0.0,0.0,False,7355.0,"3,301 - 10,000"
AR0000567,0.0,0.0,False,3905.0,"3,301 - 10,000"
AR0000569,0.0,0.0,False,116398.0,"100,001 - 1,000,000"
AR0000572,0.0,0.0,False,6690.0,"3,301 - 10,000"
AR0000573,0.0,0.0,False,9615.0,"3,301 - 10,000"
AR0000574,0.0,0.0,False,20140.0,"10,001 - 50,000"
AR0000575,0.0,0.0,False,95038.0,"50,001 - 100,000"
AR0000579,0.0,0.0,False,6608.0,"3,301 - 10,000"
AR0000583,0.0,0.0,False,5215.0,"3,301 - 10,000"
AR0000586,0.0,0.0,False,4877.0,"3,301 - 10,000"
AR0000590,0.0,0.0,False,28196.0,"10,001 - 50,000"
AR0000592,0.0,0.0,False,9654.0,"3,301 - 10,000"
AR0000594,0.0,0.0,False,5018.0,"3,301 - 10,000"
AR0000599,0.0,0.0,False,1736.0,"1,001 - 3,300"
AR0000601,0.0,0.0,False,2986.0,"1,001 - 3,300"
AR0000617,0.0,0.0,False,5792.0,"3,301 - 10,000"
AR0000622,0.0,0.0,False,583.0,"501 - 1,000"
AR0000628,0.0,0.0,False,4558.0,"3,301 - 10,000"
AR0000646,0.0,0.0,False,5954.0,"3,301 - 10,000"
AR0000668,0.0,0.0,False,6308.0,"3,301 - 10,000"
AR0000671,0.0,0.0,False,3062.0,"1,001 - 3,300"
AR0000674,0.0,0.0,False,4275.0,"3,301 - 10,000"
AR0000688,0.0,0.0,False,7469.0,"3,301 - 10,000"
AR0000690,0.0,0.0,False,8618.0,"3,301 - 10,000"
AR0000697,0.0,0.0,False,6125.0,"3,301 - 10,000"
AR0000704,0.0,0.0,False,6651.0,"3,301 - 10,000"
AR0000722,0.0,0.0,False,5633.0,"3,301 - 10,000"
AR0000725,0.0,0.0,False,11148.0,"10,001 - 50,000"
AR0000727,0.0,0.0,False,3500.0,"3,301 - 10,000"
AR0000734,0.0,0.0,False,13519.0,"10,001 - 50,000"
AR0000735,0.0,0.0,False,5188.0,"3,301 - 10,000"
AR0000738,0.0,0.0,False,14912.0,"10,001 - 50,000"
AR0000772,0.0,0.0,False,4828.0,"3,301 - 10,000"
AR0000773,0.0,0.0,False,3837.0,"3,301 - 10,000"
AR0000782,0.0,0.0,False,20394.0,"10,001 - 50,000"
AR0000787,0.0,0.0,False,4279.0,"3,301 - 10,000"
AR0000800,0.0,0.0,False,3832.0,"3,301 - 10,000"
AR0000805,0.0,0.0,False,7291.0,"3,301 - 10,000"
AR0000821,0.0,0.0,False,12718.0,"10,001 - 50,000"
AR0000844,0.0,0.0,False,4220.0,"3,301 - 10,000"
AR0000867,0.0,0.0,False,7913.0,"3,301 - 10,000"
AR0000868,0.0,0.0,False,5365.0,"3,301 - 10,000"
AS9711948,0.0,0.0,False,45315.0,"10,001 - 50,000"
AZ0401004,0.0,0.0,False,4590.0,"3,301 - 10,000"
AZ0401012,0.0,0.0,False,3500.0,"3,301 - 10,000"
AZ0402001,0.0047,0.0,True,8707.0,"3,301 - 10,000"
AZ0402004,0.0,0.0,False,9175.0,"3,301 - 10,000"
AZ0402005,0.0,0.0,False,5355.0,"3,301 - 10,000"
AZ0402010,0.0,0.0,False,20045.0,"10,001 - 50,000"
AZ0402014,0.0,0.0,False,16656.0,"10,001 - 50,000"
AZ0402035,0.0,0.0,False,3757.0,"3,301 - 10,000"
AZ0402044,0.0,0.0,False,12804.0,"10,001 - 50,000"
AZ0402078,0.007,0.0065,True,15603.0,"10,001 - 50,000"
AZ0403002,0.0,0.0,False,8089.0,"3,301 - 10,000"
AZ0403003,0.01,0.006,True,12104.0,"10,001 - 50,000"
AZ0403005,0.0,0.0,False,8996.0,"3,301 - 10,000"
AZ0403008,0.0,0.0,False,76960.0,"50,001 - 100,000"
AZ0403013,0.0,0.0,False,3500.0,"3,301 - 10,000"
AZ0403017,0.0,0.0,False,7420.0,"3,301 - 10,000"
AZ0403702,0.0,0.0,False,16590.0,"10,001 - 50,000"
AZ0403712,0.0,0.0,False,4439.0,"3,301 - 10,000"
AZ0404002,0.0,0.0,False,8656.0,"3,301 - 10,000"
AZ0404008,0.0,0.0095,True,7536.0,"3,301 - 10,000"
AZ0404032,0.0409,0.0422,True,17682.0,"10,001 - 50,000"
AZ0404034,0.0,0.0,False,8013.0,"3,301 - 10,000"
AZ0405005,0.0,0.0,False,20600.0,"10,001 - 50,000"
AZ0406003,0.0,0.0,False,4108.0,"3,301 - 10,000"
AZ0407007,0.0,0.0,False,9002.0,"3,301 - 10,000"
AZ0407015,0.0,0.0,False,3894.0,"3,301 - 10,000"
AZ0407016,0.0,0.0,False,5895.0,"3,301 - 10,000"
AZ0407017,0.0,0.0,False,26026.0,"10,001 - 50,000"
AZ0407025,0.0,0.0,False,1695000.0,"> 1,000,000"
AZ0407026,0.0,0.0,False,4220.0,"3,301 - 10,000"
AZ0407033,0.0,0.0,False,95502.0,"50,001 - 100,000"
AZ0407045,0.0,0.0,False,6481.0,"3,301 - 10,000"
AZ0407046,0.0102,0.0141,True,50770.0,"50,001 - 100,000"
AZ0407056,0.0,0.0,False,14107.0,"10,001 - 50,000"
AZ0407065,0.0,0.0,False,6202.0,"3,301 - 10,000"
AZ0407070,0.0,0.0,False,6490.0,"3,301 - 10,000"
AZ0407078,0.0,0.0,False,30377.0,"10,001 - 50,000"
AZ0407079,0.0,0.0,False,5940.0,"3,301 - 10,000"
AZ0407088,0.0135,0.0117,True,83001.0,"50,001 - 100,000"
AZ0407089,0.0,0.0,False,7008.0,"3,301 - 10,000"
AZ0407090,0.0,0.0,False,247328.0,"100,001 - 1,000,000"
AZ0407091,0.004,0.0,True,39884.0,"10,001 - 50,000"
AZ0407092,0.0065,0.0098,True,247600.0,"100,001 - 1,000,000"
AZ0407093,0.0,0.0,False,234766.0,"100,001 - 1,000,000"
AZ0407094,0.0048,0.0079,True,50001.0,"50,001 - 100,000"
AZ0407095,0.0,0.0,False,466000.0,"100,001 - 1,000,000"
AZ0407096,0.0056,0.0,True,135975.0,"100,001 - 1,000,000"
AZ0407098,0.0,0.0,False,241361.0,"100,001 - 1,000,000"
AZ0407099,0.0,0.0,False,38016.0,"10,001 - 50,000"
AZ0407100,0.0387,0.0558,True,165000.0,"100,001 - 1,000,000"
AZ0407101,0.0,0.0,False,9300.0,"3,301 - 10,000"
AZ0407120,0.0,0.0,False,20000.0,"10,001 - 50,000"
AZ0407121,0.0,0.0,False,5330.0,"3,301 - 10,000"
AZ0407128,0.0,0.0,False,18858.0,"10,001 - 50,000"
AZ0407150,0.0,0.0,False,25796.0,"10,001 - 50,000"
AZ0407154,0.0,0.0,False,15783.0,"10,001 - 50,000"
AZ0407305,0.01,0.0117,True,8440.0,"3,301 - 10,000"
AZ0407406,0.0,0.01,True,4500.0,"3,301 - 10,000"
AZ0407500,0.0,0.0,False,40007.0,"10,001 - 50,000"
AZ0407504,0.0,0.0,False,23826.0,"10,001 - 50,000"
AZ0407531,0.0,0.0,False,14723.0,"10,001 - 50,000"
AZ0407532,0.0,0.0,False,4868.0,"3,301 - 10,000"
AZ0407555,0.0,0.0,False,4300.0,"3,301 - 10,000"
AZ0407695,0.0,0.0,False,127718.0,"100,001 - 1,000,000"
AZ0408018,0.0,0.0,False,58.0,25 to 100
AZ0408020,0.0,0.0,False,45000.0,"10,001 - 50,000"
AZ0408022,0.0,0.0,False,54610.0,"50,001 - 100,000"
AZ0408032,0.0,0.0045,True,36330.0,"10,001 - 50,000"
AZ0408038,0.0,0.0,False,5942.0,"3,301 - 10,000"
AZ0408040,0.0,0.0,False,3408.0,"3,301 - 10,000"
AZ0408063,0.0,0.0,False,18000.0,"10,001 - 50,000"
AZ0408068,0.0,0.0049,True,5190.0,"3,301 - 10,000"
AZ0408081,0.0,0.0,False,3950.0,"3,301 - 10,000"
AZ0408184,0.0,0.0,False,3500.0,"3,301 - 10,000"
AZ0409003,0.0,0.0,False,12191.0,"10,001 - 50,000"
AZ0409004,0.0,0.0,False,13797.0,"10,001 - 50,000"
AZ0409015,0.0,0.0,False,5318.0,"3,301 - 10,000"
AZ0409018,0.0,0.0,False,3513.0,"3,301 - 10,000"
AZ0409023,0.0,0.0,False,5375.0,"3,301 - 10,000"
AZ0409026,0.0,0.0,False,17139.0,"10,001 - 50,000"
AZ0409029,0.0,0.0,False,5590.0,"3,301 - 10,000"
AZ0409035,0.0,0.0,False,9789.0,"3,301 - 10,000"
AZ0410004,0.0,0.0,False,22085.0,"10,001 - 50,000"
AZ0410006,0.0,0.0,False,6685.0,"3,301 - 10,000"
AZ0410035,0.0,0.0,False,6314.0,"3,301 - 10,000"
AZ0410041,0.0,0.0,False,16363.0,"10,001 - 50,000"
AZ0410049,0.0,0.0,False,5592.0,"3,301 - 10,000"
AZ0410051,0.005,0.006,True,16000.0,"10,001 - 50,000"
AZ0410060,0.0,0.0,False,4252.0,"3,301 - 10,000"
AZ0410064,0.0,0.0,False,3720.0,"3,301 - 10,000"
AZ0410076,0.0,0.0,False,45570.0,"10,001 - 50,000"
AZ0410092,0.0,0.0,False,5278.0,"3,301 - 10,000"
AZ0410095,0.0,0.0,False,4495.0,"3,301 - 10,000"
AZ0410112,0.0,0.0,False,732906.0,"100,001 - 1,000,000"
AZ0410150,0.0063,0.0179,True,15162.0,"10,001 - 50,000"
AZ0410157,0.0,0.0,False,8687.0,"3,301 - 10,000"
AZ0410164,0.0,0.0,False,42316.0,"10,001 - 50,000"
AZ0410169,0.0,0.0,False,10217.0,"10,001 - 50,000"
AZ0410175,0.0,0.0,False,4534.0,"3,301 - 10,000"
AZ0410213,0.0,0.005,True,3990.0,"3,301 - 10,000"
AZ0410312,0.0,0.0,False,18178.0,"10,001 - 50,000"
AZ0410329,0.0,0.023,True,5248.0,"3,301 - 10,000"
AZ0410357,0.0,0.0,False,5542.0,"3,301 - 10,000"
AZ0411004,0.0,0.0,False,62055.0,"50,001 - 100,000"
AZ0411009,0.0,0.0,False,134432.0,"100,001 - 1,000,000"
AZ0411017,0.0,0.0,False,15900.0,"10,001 - 50,000"
AZ0411019,0.0,0.0,False,10585.0,"10,001 - 50,000"
AZ0411020,0.0,0.0,False,4748.0,"3,301 - 10,000"
AZ0411021,0.0,0.0,False,4393.0,"3,301 - 10,000"
AZ0411030,0.0,0.0,False,7903.0,"3,301 - 10,000"
AZ0411066,0.0,0.0,False,1001.0,"1,001 - 3,300"
AZ0411115,0.0,0.0,False,8852.0,"3,301 - 10,000"
AZ0411117,0.0,0.0,False,18132.0,"10,001 - 50,000"
AZ0411128,0.0087,0.0,True,87435.0,"50,001 - 100,000"
AZ0411131,0.0,0.0,False,50790.0,"50,001 - 100,000"
AZ0411136,0.017,0.0,True,10362.0,"10,001 - 50,000"
AZ0411328,0.0,0.0,False,1071.0,"1,001 - 3,300"
AZ0411705,0.0,0.0,False,3969.0,"3,301 - 10,000"
AZ0412004,0.0,0.0,False,22000.0,"10,001 - 50,000"
AZ0412006,0.0,0.0,False,819.0,"501 - 1,000"
AZ0412011,0.01,0.0409,True,17960.0,"10,001 - 50,000"
AZ0413012,0.021,0.0041,True,7392.0,"3,301 - 10,000"
AZ0413015,0.0,0.0,False,5013.0,"3,301 - 10,000"
AZ0413024,0.0,0.0,False,4920.0,"3,301 - 10,000"
AZ0413025,0.0,0.0,False,11023.0,"10,001 - 50,000"
AZ0413044,0.007,0.0047,True,602.0,"501 - 1,000"
AZ0413045,0.0114,0.0087,True,42217.0,"10,001 - 50,000"
AZ0413046,0.0,0.0,False,3423.0,"3,301 - 10,000"
AZ0413048,0.0,0.0,False,57048.0,"50,001 - 100,000"
AZ0413087,0.0,0.0,False,960.0,"501 - 1,000"
AZ0413106,0.0,0.0,False,4509.0,"3,301 - 10,000"
AZ0413187,0.0,0.0,False,800.0,"501 - 1,000"
AZ0414004,0.0,0.0,False,32425.0,"10,001 - 50,000"
AZ0414005,0.0,0.0,False,39705.0,"10,001 - 50,000"
AZ0414015,0.0,0.0,False,17998.0,"10,001 - 50,000"
AZ0414024,0.0,0.0,False,103264.0,"100,001 - 1,000,000"
AZ0414080,0.0,0.0,False,632.0,"501 - 1,000"
AZ0414082,0.0,0.0,False,6324.0,"3,301 - 10,000"
AZ0414099,0.0,0.0,False,4197.0,"3,301 - 10,000"
AZ0420018,0.0,0.0,False,800.0,"501 - 1,000"
AZ0420423,0.0,0.0,False,50000.0,"10,001 - 50,000"
AZ0420549,0.0,0.0,False,18640.0,"10,001 - 50,000"
AZ0420557,0.0,0.0,False,4500.0,"3,301 - 10,000"
AZ0420567,0.0,0.0,False,3000.0,"1,001 - 3,300"
AZ0420570,0.0,0.0,False,720.0,"501 - 1,000"
CA0110001,0.0,0.0,False,344000.0,"100,001 - 1,000,000"
CA0110003,0.0048,0.012,True,60414.0,"50,001 - 100,000"
CA0110005,0.0,0.0,False,1442800.0,"> 1,000,000"
CA0110006,0.0,0.0,False,162954.0,"100,001 - 1,000,000"
CA0110008,0.0051,0.026,True,76689.0,"50,001 - 100,000"
CA0110009,0.0,0.0,False,98776.0,"50,001 - 100,000"
CA0110011,0.0,0.0,False,38892.0,"10,001 - 50,000"
CA0110701,0.0,0.0,False,10870.0,"10,001 - 50,000"
CA0300037,0.0,0.0,False,3553.0,"3,301 - 10,000"
CA0310001,0.0,0.0,False,5019.0,"3,301 - 10,000"
CA0310002,0.0,0.0,False,7227.0,"3,301 - 10,000"
CA0310003,0.0,0.0,False,4940.0,"3,301 - 10,000"
CA0310012,0.0,0.0,False,8791.0,"3,301 - 10,000"
CA0400070,0.0,0.0,False,18000.0,"10,001 - 50,000"
CA0410002,0.0068,0.0225,True,114925.0,"100,001 - 1,000,000"
CA0410004,0.0,0.0105,True,7269.0,"3,301 - 10,000"
CA0410005,0.0,0.0,False,11106.0,"10,001 - 50,000"
CA0410006,0.0,0.0,False,22664.0,"10,001 - 50,000"
CA0410007,0.0,0.0,False,9142.0,"3,301 - 10,000"
CA0410008,0.0,0.0046,True,12136.0,"10,001 - 50,000"
CA0510001,0.0,0.0,False,4774.0,"3,301 - 10,000"
CA0510002,0.0,0.0,False,6286.0,"3,301 - 10,000"
CA0510003,0.0,0.0,False,3836.0,"3,301 - 10,000"
CA0510006,0.0,0.0,False,9861.0,"3,301 - 10,000"
CA0510009,0.0,0.0,False,4841.0,"3,301 - 10,000"
CA0510016,0.0,0.0,False,11545.0,"10,001 - 50,000"
CA0510017,0.0,0.0,False,5187.0,"3,301 - 10,000"
CA0610002,0.0,0.0,False,6447.0,"3,301 - 10,000"
CA0610004,0.0,0.0,False,5538.0,"3,301 - 10,000"
CA0710001,0.0,0.0,False,115074.0,"100,001 - 1,000,000"
CA0710002,0.0,0.0,False,23731.0,"10,001 - 50,000"
CA0710003,0.0,0.0,False,198000.0,"100,001 - 1,000,000"
CA0710004,0.0,0.0,False,64513.0,"50,001 - 100,000"
CA0710006,0.0,0.0,False,30997.0,"10,001 - 50,000"
CA0710007,0.0,0.0,False,43357.0,"10,001 - 50,000"
CA0710008,0.0,0.0,False,62500.0,"50,001 - 100,000"
CA0710009,0.0,0.0,False,16790.0,"10,001 - 50,000"
CA0810001,0.0,0.0,False,17262.0,"10,001 - 50,000"
CA0900649,0.0,0.0,False,3300.0,"1,001 - 3,300"
CA0900659,0.005,0.0,True,1940.0,"1,001 - 3,300"
CA0910001,0.0,0.0,False,132171.0,"100,001 - 1,000,000"
CA0910002,0.0061,0.0052,True,100000.0,"50,001 - 100,000"
CA0910003,0.0,0.0,False,9224.0,"3,301 - 10,000"
CA0910013,0.0,0.0,False,9434.0,"3,301 - 10,000"
CA1010001,0.0,0.0,False,17393.0,"10,001 - 50,000"
CA1010003,0.018,0.041,True,130130.0,"100,001 - 1,000,000"
CA1010004,0.0,0.0,False,17277.0,"10,001 - 50,000"
CA1010005,0.0,0.0,False,8096.0,"3,301 - 10,000"
CA1010006,0.0,0.0,False,7448.0,"3,301 - 10,000"
CA1010007,0.016,0.03,True,545716.0,"100,001 - 1,000,000"
CA1010018,0.0,0.0,False,17256.0,"10,001 - 50,000"
CA1010019,0.0,0.0,False,13540.0,"10,001 - 50,000"
CA1010020,0.0062,0.0061,True,1151.0,"1,001 - 3,300"
CA1010021,0.0,0.0,False,11404.0,"10,001 - 50,000"
CA1010023,0.0,0.0,False,9525.0,"3,301 - 10,000"
CA1010024,0.0,0.0,False,26517.0,"10,001 - 50,000"
CA1010025,0.0,0.0,False,14576.0,"10,001 - 50,000"
CA1010026,0.012,0.0088,True,16736.0,"10,001 - 50,000"
CA1010027,0.0,0.0,False,26076.0,"10,001 - 50,000"
CA1010029,0.0056,0.0067,True,26357.0,"10,001 - 50,000"
CA1010034,0.0,0.0,False,4060.0,"3,301 - 10,000"
CA1010042,0.0,0.0,False,5979.0,"3,301 - 10,000"
CA1010044,0.0,0.0,False,9306.0,"3,301 - 10,000"
CA1010339,0.012,0.0,True,41000.0,"10,001 - 50,000"
CA1110001,0.0,0.0,False,8298.0,"3,301 - 10,000"
CA1210001,0.0,0.0,False,20875.0,"10,001 - 50,000"
CA1210002,0.0,0.0,False,1172.0,"1,001 - 3,300"
CA1210004,0.0,0.0,False,27078.0,"10,001 - 50,000"
CA1210006,0.0,0.0,False,12133.0,"10,001 - 50,000"
CA1210009,0.0,0.0,False,19807.0,"10,001 - 50,000"
CA1210012,0.0,0.0,False,3300.0,"1,001 - 3,300"
CA1210016,0.0,0.0,False,16900.0,"10,001 - 50,000"
CA1300549,0.0,0.0,False,8150.0,"3,301 - 10,000"
CA1300554,0.0,0.0,False,550.0,"501 - 1,000"
CA1310001,0.0,0.0,False,26862.0,"10,001 - 50,000"
CA1310002,0.0,0.0,False,40357.0,"10,001 - 50,000"
CA1310003,0.0,0.0,False,7363.0,"3,301 - 10,000"
CA1310004,0.0,0.0,False,43772.0,"10,001 - 50,000"
CA1310005,0.0,0.0,False,6355.0,"3,301 - 10,000"
CA1310006,0.0,0.0,False,21233.0,"10,001 - 50,000"
CA1310007,0.0,0.0,False,6979.0,"3,301 - 10,000"
CA1310800,0.0,0.0,False,4800.0,"3,301 - 10,000"
CA1310801,0.0,0.0,False,4100.0,"3,301 - 10,000"
CA1410001,0.0,0.0,False,3819.0,"3,301 - 10,000"
CA1503341,0.0,0.0,False,38125.0,"10,001 - 50,000"
CA1510001,0.0,0.0,False,19669.0,"10,001 - 50,000"
CA1510003,0.0091,0.014,True,267881.0,"100,001 - 1,000,000"
CA1510005,0.0,0.0,False,51428.0,"50,001 - 100,000"
CA1510006,0.0,0.0,False,32517.0,"10,001 - 50,000"
CA1510012,0.0,0.0,False,19057.0,"10,001 - 50,000"
CA1510013,0.0,0.0,False,14161.0,"10,001 - 50,000"
CA1510014,0.0,0.0,False,4699.0,"3,301 - 10,000"
CA1510015,0.0,0.0,False,44899.0,"10,001 - 50,000"
CA1510017,0.0,0.0,False,41580.0,"10,001 - 50,000"
CA1510018,0.0,0.0,False,17711.0,"10,001 - 50,000"
CA1510019,0.0,0.0,False,21915.0,"10,001 - 50,000"
CA1510021,0.0,0.0,False,22757.0,"10,001 - 50,000"
CA1510022,0.0,0.0,False,20500.0,"10,001 - 50,000"
CA1510024,0.0,0.0,False,11590.0,"10,001 - 50,000"
CA1510025,0.0,0.0,False,4831.0,"3,301 - 10,000"
CA1510029,0.0,0.0,False,37189.0,"10,001 - 50,000"
CA1510031,0.0,0.0076,True,160144.0,"100,001 - 1,000,000"
CA1510032,0.0,0.0,False,14198.0,"10,001 - 50,000"
CA1510038,0.0057,0.0,True,5592.0,"3,301 - 10,000"
CA1510045,0.0186,0.0078,True,9857.0,"3,301 - 10,000"
CA1510055,0.0,0.0,False,22762.0,"10,001 - 50,000"
CA1510701,0.0,0.0,False,11316.0,"10,001 - 50,000"
CA1510703,0.0,0.0,False,6600.0,"3,301 - 10,000"
CA1510800,0.0,0.0,False,2993.0,"1,001 - 3,300"
CA1510801,0.0,0.0,False,5124.0,"3,301 - 10,000"
CA1510802,0.0,0.0,False,5000.0,"3,301 - 10,000"
CA1610001,0.0,0.0,False,4143.0,"3,301 - 10,000"
CA1610002,0.0,0.0,False,13696.0,"10,001 - 50,000"
CA1610004,0.0,0.0,False,22808.0,"10,001 - 50,000"
CA1610005,0.0,0.0,False,27185.0,"10,001 - 50,000"
CA1610700,0.0,0.0,False,15000.0,"10,001 - 50,000"
CA1710002,0.0,0.0,False,4644.0,"3,301 - 10,000"
CA1710003,0.0,0.0,False,7772.0,"3,301 - 10,000"
CA1710004,0.0,0.0,False,4762.0,"3,301 - 10,000"
CA1710005,0.0,0.0,False,2129.0,"1,001 - 3,300"
CA1710006,0.0,0.0,False,5928.0,"3,301 - 10,000"
CA1710007,0.0,0.0,False,4102.0,"3,301 - 10,000"
CA1710014,0.0,0.0,False,4360.0,"3,301 - 10,000"
CA1710015,0.0,0.0,False,6235.0,"3,301 - 10,000"
CA1805004,0.0,0.0,False,3857.0,"3,301 - 10,000"
CA1810001,0.0,0.0,False,7811.0,"3,301 - 10,000"
CA1900046,0.005,0.0065,True,7000.0,"3,301 - 10,000"
CA1900679,0.0078,0.0262,True,3200.0,"1,001 - 3,300"
CA1910001,0.0,0.0,False,83750.0,"50,001 - 100,000"
CA1910003,0.0,0.01,True,51361.0,"50,001 - 100,000"
CA1910004,0.0,0.013,True,50375.0,"50,001 - 100,000"
CA1910005,0.0,0.0,False,12620.0,"10,001 - 50,000"
CA1910006,0.0,0.0,False,3822.0,"3,301 - 10,000"
CA1910007,0.0077,0.0058,True,110044.0,"100,001 - 1,000,000"
CA1910009,0.0,0.0,False,68871.0,"50,001 - 100,000"
CA1910010,0.0,0.0,False,1387.0,"1,001 - 3,300"
CA1910011,0.0,0.0084,True,54877.0,"50,001 - 100,000"
CA1910013,0.0,0.017,True,46300.0,"10,001 - 50,000"
CA1910017,0.0205,0.0178,True,135281.0,"100,001 - 1,000,000"
CA1910018,0.0076,0.0326,True,5999.0,"3,301 - 10,000"
CA1910019,0.0,0.0048,True,47475.0,"10,001 - 50,000"
CA1910020,0.0,0.0,False,9949.0,"3,301 - 10,000"
CA1910021,0.0,0.0,False,26371.0,"10,001 - 50,000"
CA1910023,0.0,0.0,False,1003.0,"1,001 - 3,300"
CA1910024,0.0129,0.0104,True,39730.0,"10,001 - 50,000"
CA1910026,0.0049,0.017,True,74877.0,"50,001 - 100,000"
CA1910028,0.0051,0.0,True,35841.0,"10,001 - 50,000"
CA1910029,0.0,0.0,False,6158.0,"3,301 - 10,000"
CA1910030,0.0,0.0,False,38213.0,"10,001 - 50,000"
CA1910033,0.0,0.0,False,143996.0,"100,001 - 1,000,000"
CA1910034,0.012,0.038,True,109934.0,"100,001 - 1,000,000"
CA1910036,0.0,0.0079,True,152474.0,"100,001 - 1,000,000"
CA1910038,0.0,0.0044,True,22968.0,"10,001 - 50,000"
CA1910040,0.0,0.0,False,16445.0,"10,001 - 50,000"
CA1910042,0.016,0.03,True,40600.0,"10,001 - 50,000"
CA1910043,0.0148,0.0158,True,188784.0,"100,001 - 1,000,000"
CA1910044,0.0,0.0,False,49934.0,"10,001 - 50,000"
CA1910046,0.0,0.0,False,5249.0,"3,301 - 10,000"
CA1910047,0.0,0.0,False,44718.0,"10,001 - 50,000"
CA1910049,0.0051,0.023,True,15437.0,"10,001 - 50,000"
CA1910050,0.0093,0.0,True,4205.0,"3,301 - 10,000"
CA1910051,0.0044,0.0,True,80824.0,"50,001 - 100,000"
CA1910052,0.0,0.0,False,20724.0,"10,001 - 50,000"
CA1910054,0.0,0.0,False,9300.0,"3,301 - 10,000"
CA1910059,0.0045,0.0087,True,56793.0,"50,001 - 100,000"
CA1910060,0.0,0.0,False,8243.0,"3,301 - 10,000"
CA1910061,0.0,0.0,False,4847.0,"3,301 - 10,000"
CA1910062,0.0,0.0,False,31334.0,"10,001 - 50,000"
CA1910064,0.0,0.0,False,3040.0,"1,001 - 3,300"
CA1910065,0.0,0.0,False,466772.0,"100,001 - 1,000,000"
CA1910067,0.0,0.0,False,3856043.0,"> 1,000,000"
CA1910070,0.0,0.0,False,204673.0,"100,001 - 1,000,000"
CA1910072,0.0,0.0,False,10747.0,"10,001 - 50,000"
CA1910073,0.0,0.0,False,20256.0,"10,001 - 50,000"
CA1910077,0.0,0.0,False,63500.0,"50,001 - 100,000"
CA1910079,0.0061,0.021,True,66967.0,"50,001 - 100,000"
CA1910083,0.0,0.0,False,33673.0,"10,001 - 50,000"
CA1910084,0.0,0.0113,True,5500.0,"3,301 - 10,000"
CA1910085,0.0,0.0,False,6349.0,"3,301 - 10,000"
CA1910086,0.0068,0.0231,True,9500.0,"3,301 - 10,000"
CA1910090,0.0,0.0041,True,37931.0,"10,001 - 50,000"
CA1910091,0.016,0.053,True,26554.0,"10,001 - 50,000"
CA1910092,0.0,0.0,False,62183.0,"50,001 - 100,000"
CA1910096,0.0,0.0,False,17498.0,"10,001 - 50,000"
CA1910097,0.0055,0.0,True,6214.0,"3,301 - 10,000"
CA1910098,0.0,0.0,False,43176.0,"10,001 - 50,000"
CA1910101,0.0099,0.023,True,25000.0,"10,001 - 50,000"
CA1910102,0.0,0.0,False,126804.0,"100,001 - 1,000,000"
CA1910103,0.0,0.0,False,5507.0,"3,301 - 10,000"
CA1910104,0.0,0.0,False,71452.0,"50,001 - 100,000"
CA1910105,0.0,0.0,False,55200.0,"50,001 - 100,000"
CA1910108,0.014,0.023,True,11437.0,"10,001 - 50,000"
CA1910117,0.0,0.0,False,7330.0,"3,301 - 10,000"
CA1910124,0.0,0.0,False,164344.0,"100,001 - 1,000,000"
CA1910125,0.014,0.028,True,22051.0,"10,001 - 50,000"
CA1910126,0.0071,0.018,True,151713.0,"100,001 - 1,000,000"
CA1910130,0.0,0.0,False,19100.0,"10,001 - 50,000"
CA1910134,0.0,0.0,False,96853.0,"50,001 - 100,000"
CA1910139,0.0,0.0,False,47995.0,"10,001 - 50,000"
CA1910140,0.0085,0.019,True,9600.0,"3,301 - 10,000"
CA1910143,0.0,0.0,False,23946.0,"10,001 - 50,000"
